,Path,Relative_Path,Type,Sublabel,Label
708,/home/ayoubchoukri/Etudes/5A/Stats_Grande_Dimension/Projets/Projet/Projet_HDDL_2/Commun/Donnees/Interdictions/arret_stationnement_interdit/img_52.png,../Donnees/Interdictions/arret_stationnement_interdit/img_52.png,Interdictions,arret_stationnement_interdit,Interdictions-arret_stationnement_interdit
1715,/home/ayoubchoukri/Etudes/5A/Stats_Grande_Dimension/Projets/Projet/Projet_HDDL_2/Commun/Donnees/Obligations/tout_droit_ou_a_gauche/img_26.png,../Donnees/Obligations/tout_droit_ou_a_gauche/img_26.png,Obligations,tout_droit_ou_a_gauche,Obligations-tout_droit_ou_a_gauche
587,/home/ayoubchoukri/Etudes/5A/Stats_Grande_Dimension/Projets/Projet/Projet_HDDL_2/Commun/Donnees/Interdictions/acces_interdit_traction_animale/img_15.png,../Donnees/Interdictions/acces_interdit_traction_animale/img_15.png,Interdictions,acces_interdit_traction_animale,Interdictions-acces_interdit_traction_animale
2371,/home/ayoubchoukri/Etudes/5A/Stats_Grande_Dimension/Projets/Projet/Projet_HDDL_2/Commun/Donnees/Dangers/Succesion_De_Virage_Gauche/img_10.png,../Donnees/Dangers/Succesion_De_Virage_Gauche/img_10.png,Dangers,Succesion_De_Virage_Gauche,Dangers-Succesion_De_Virage_Gauche
3233,/home/ayoubchoukri/Etudes/5A/Stats_Grande_Dimension/Projets/Projet/Projet_HDDL_2/Commun/Donnees/Indications/Entree_Dun_Tunnel/img_20.png,../Donnees/Indications/Entree_Dun_Tunnel/img_20.png,Indications,Entree_Dun_Tunnel,Indications-Entree_Dun_Tunnel
793,/home/ayoubchoukri/Etudes/5A/Stats_Grande_Dimension/Projets/Projet/Projet_HDDL_2/Commun/Donnees/Interdictions/interdiction_faire_demi_tour/img_10.png,../Donnees/Interdictions/interdiction_faire_demi_tour/img_10.png,Interdictions,interdiction_faire_demi_tour,Interdictions-interdiction_faire_demi_tour
1738,/home/ayoubchoukri/Etudes/5A/Stats_Grande_Dimension/Projets/Projet/Projet_HDDL_2/Commun/Donnees/Obligations/tout_droit_ou_a_gauche/img_47.png,../Donnees/Obligations/tout_droit_ou_a_gauche/img_47.png,Obligations,tout_droit_ou_a_gauche,Obligations-tout_droit_ou_a_gauche
2164,/home/ayoubchoukri/Etudes/5A/Stats_Grande_Dimension/Projets/Projet/Projet_HDDL_2/Commun/Donnees/Dangers/Chaussee_Retrecie/img_7.png,../Donnees/Dangers/Chaussee_Retrecie/img_7.png,Dangers,Chaussee_Retrecie,Dangers-Chaussee_Retrecie
1976,/home/ayoubchoukri/Etudes/5A/Stats_Grande_Dimension/Projets/Projet/Projet_HDDL_2/Commun/Donnees/Obligations/vitesse_minimale_obligatoire/img_26.png,../Donnees/Obligations/vitesse_minimale_obligatoire/img_26.png,Obligations,vitesse_minimale_obligatoire,Obligations-vitesse_minimale_obligatoire
134,/home/ayoubchoukri/Etudes/5A/Stats_Grande_Dimension/Projets/Projet/Projet_HDDL_2/Commun/Donnees/Fin_Interdictions/Fin_Interdiction_De_Depasser/img_40.png,../Donnees/Fin_Interdictions/Fin_Interdiction_De_Depasser/img_40.png,Fin_Interdictions,Fin_Interdiction_De_Depasser,Fin_Interdictions-Fin_Interdiction_De_Depasser
3064,/home/ayoubchoukri/Etudes/5A/Stats_Grande_Dimension/Projets/Projet/Projet_HDDL_2/Commun/Donnees/Indications/Ralentisseur/img_10.png,../Donnees/Indications/Ralentisseur/img_10.png,Indications,Ralentisseur,Indications-Ralentisseur
1115,/home/ayoubchoukri/Etudes/5A/Stats_Grande_Dimension/Projets/Projet/Projet_HDDL_2/Commun/Donnees/Interdictions/acces_interdit_vehicules_moteurs/img_17.png,../Donnees/Interdictions/acces_interdit_vehicules_moteurs/img_17.png,Interdictions,acces_interdit_vehicules_moteurs,Interdictions-acces_interdit_vehicules_moteurs
3222,/home/ayoubchoukri/Etudes/5A/Stats_Grande_Dimension/Projets/Projet/Projet_HDDL_2/Commun/Donnees/Indications/Entree_Dun_Tunnel/img_10.png,../Donnees/Indications/Entree_Dun_Tunnel/img_10.png,Indications,Entree_Dun_Tunnel,Indications-Entree_Dun_Tunnel
2339,/home/ayoubchoukri/Etudes/5A/Stats_Grande_Dimension/Projets/Projet/Projet_HDDL_2/Commun/Donnees/Dangers/Ralentisseur/img_27.png,../Donnees/Dangers/Ralentisseur/img_27.png,Dangers,Ralentisseur,Dangers-Ralentisseur
150,/home/ayoubchoukri/Etudes/5A/Stats_Grande_Dimension/Projets/Projet/Projet_HDDL_2/Commun/Donnees/Fin_Interdictions/Fin_Interdiction_De_Depasser/img_55.png,../Donnees/Fin_Interdictions/Fin_Interdiction_De_Depasser/img_55.png,Fin_Interdictions,Fin_Interdiction_De_Depasser,Fin_Interdictions-Fin_Interdiction_De_Depasser
177,/home/ayoubchoukri/Etudes/5A/Stats_Grande_Dimension/Projets/Projet/Projet_HDDL_2/Commun/Donnees/Fin_Interdictions/Fin_Interdiction_De_Depasser_Vehicules_Lourds/img_14.png,../Donnees/Fin_Interdictions/Fin_Interdiction_De_Depasser_Vehicules_Lourds/img_14.png,Fin_Interdictions,Fin_Interdiction_De_Depasser_Vehicules_Lourds,Fin_Interdictions-Fin_Interdiction_De_Depasser_Vehicules_Lourds
2873,/home/ayoubchoukri/Etudes/5A/Stats_Grande_Dimension/Projets/Projet/Projet_HDDL_2/Commun/Donnees/Dangers/Succesion_De_Virage_Droite/img_58.png,../Donnees/Dangers/Succesion_De_Virage_Droite/img_58.png,Dangers,Succesion_De_Virage_Droite,Dangers-Succesion_De_Virage_Droite
1072,/home/ayoubchoukri/Etudes/5A/Stats_Grande_Dimension/Projets/Projet/Projet_HDDL_2/Commun/Donnees/Interdictions/sens_interdit/img_72.png,../Donnees/Interdictions/sens_interdit/img_72.png,Interdictions,sens_interdit,Interdictions-sens_interdit
2460,/home/ayoubchoukri/Etudes/5A/Stats_Grande_Dimension/Projets/Projet/Projet_HDDL_2/Commun/Donnees/Dangers/Danger_Pouvant_Etre_Precise_Ou_Non_Par_Un_Panonceau/img_29.png,../Donnees/Dangers/Danger_Pouvant_Etre_Precise_Ou_Non_Par_Un_Panonceau/img_29.png,Dangers,Danger_Pouvant_Etre_Precise_Ou_Non_Par_Un_Panonceau,Dangers-Danger_Pouvant_Etre_Precise_Ou_Non_Par_Un_Panonceau
2331,/home/ayoubchoukri/Etudes/5A/Stats_Grande_Dimension/Projets/Projet/Projet_HDDL_2/Commun/Donnees/Dangers/Ralentisseur/img_2.png,../Donnees/Dangers/Ralentisseur/img_2.png,Dangers,Ralentisseur,Dangers-Ralentisseur
1757,/home/ayoubchoukri/Etudes/5A/Stats_Grande_Dimension/Projets/Projet/Projet_HDDL_2/Commun/Donnees/Obligations/tout_droit_ou_a_gauche/img_64.png,../Donnees/Obligations/tout_droit_ou_a_gauche/img_64.png,Obligations,tout_droit_ou_a_gauche,Obligations-tout_droit_ou_a_gauche
1251,/home/ayoubchoukri/Etudes/5A/Stats_Grande_Dimension/Projets/Projet/Projet_HDDL_2/Commun/Donnees/Interdictions/stationnement_interdit/img_59.png,../Donnees/Interdictions/stationnement_interdit/img_59.png,Interdictions,stationnement_interdit,Interdictions-stationnement_interdit
291,/home/ayoubchoukri/Etudes/5A/Stats_Grande_Dimension/Projets/Projet/Projet_HDDL_2/Commun/Donnees/Interdictions/interdiction_tourner_gauche/img_53.png,../Donnees/Interdictions/interdiction_tourner_gauche/img_53.png,Interdictions,interdiction_tourner_gauche,Interdictions-interdiction_tourner_gauche
1017,/home/ayoubchoukri/Etudes/5A/Stats_Grande_Dimension/Projets/Projet/Projet_HDDL_2/Commun/Donnees/Interdictions/sens_interdit/img_22.png,../Donnees/Interdictions/sens_interdit/img_22.png,Interdictions,sens_interdit,Interdictions-sens_interdit
1363,/home/ayoubchoukri/Etudes/5A/Stats_Grande_Dimension/Projets/Projet/Projet_HDDL_2/Commun/Donnees/Interdictions/limitation_vitesse/img_4.png,../Donnees/Interdictions/limitation_vitesse/img_4.png,Interdictions,limitation_vitesse,Interdictions-limitation_vitesse
2196,/home/ayoubchoukri/Etudes/5A/Stats_Grande_Dimension/Projets/Projet/Projet_HDDL_2/Commun/Donnees/Dangers/Priorite_A_Droite/img_20.png,../Donnees/Dangers/Priorite_A_Droite/img_20.png,Dangers,Priorite_A_Droite,Dangers-Priorite_A_Droite
44,/home/ayoubchoukri/Etudes/5A/Stats_Grande_Dimension/Projets/Projet/Projet_HDDL_2/Commun/Donnees/Fin_Interdictions/Fin_Toutes_Interdiction/img_5.png,../Donnees/Fin_Interdictions/Fin_Toutes_Interdiction/img_5.png,Fin_Interdictions,Fin_Toutes_Interdiction,Fin_Interdictions-Fin_Toutes_Interdiction
2512,/home/ayoubchoukri/Etudes/5A/Stats_Grande_Dimension/Projets/Projet/Projet_HDDL_2/Commun/Donnees/Dangers/Danger_Pouvant_Etre_Precise_Ou_Non_Par_Un_Panonceau/img_76.png,../Donnees/Dangers/Danger_Pouvant_Etre_Precise_Ou_Non_Par_Un_Panonceau/img_76.png,Dangers,Danger_Pouvant_Etre_Precise_Ou_Non_Par_Un_Panonceau,Dangers-Danger_Pouvant_Etre_Precise_Ou_Non_Par_Un_Panonceau
1957,/home/ayoubchoukri/Etudes/5A/Stats_Grande_Dimension/Projets/Projet/Projet_HDDL_2/Commun/Donnees/Obligations/chaines_a_neige_obligatoires/img_99.png,../Donnees/Obligations/chaines_a_neige_obligatoires/img_99.png,Obligations,chaines_a_neige_obligatoires,Obligations-chaines_a_neige_obligatoires
3108,/home/ayoubchoukri/Etudes/5A/Stats_Grande_Dimension/Projets/Projet/Projet_HDDL_2/Commun/Donnees/Indications/Reduction_Du_Nombre_De_Voies/img_24.png,../Donnees/Indications/Reduction_Du_Nombre_De_Voies/img_24.png,Indications,Reduction_Du_Nombre_De_Voies,Indications-Reduction_Du_Nombre_De_Voies
3253,/home/ayoubchoukri/Etudes/5A/Stats_Grande_Dimension/Projets/Projet/Projet_HDDL_2/Commun/Donnees/Indications/Passage_Pour_Pietons/img_14.png,../Donnees/Indications/Passage_Pour_Pietons/img_14.png,Indications,Passage_Pour_Pietons,Indications-Passage_Pour_Pietons
2802,/home/ayoubchoukri/Etudes/5A/Stats_Grande_Dimension/Projets/Projet/Projet_HDDL_2/Commun/Donnees/Dangers/Chaussee_retrecie_par_la_droite/img_27.png,../Donnees/Dangers/Chaussee_retrecie_par_la_droite/img_27.png,Dangers,Chaussee_retrecie_par_la_droite,Dangers-Chaussee_retrecie_par_la_droite
448,/home/ayoubchoukri/Etudes/5A/Stats_Grande_Dimension/Projets/Projet/Projet_HDDL_2/Commun/Donnees/Interdictions/interdiction_depasser_deux_roues/img_19.png,../Donnees/Interdictions/interdiction_depasser_deux_roues/img_19.png,Interdictions,interdiction_depasser_deux_roues,Interdictions-interdiction_depasser_deux_roues
1753,/home/ayoubchoukri/Etudes/5A/Stats_Grande_Dimension/Projets/Projet/Projet_HDDL_2/Commun/Donnees/Obligations/tout_droit_ou_a_gauche/img_60.png,../Donnees/Obligations/tout_droit_ou_a_gauche/img_60.png,Obligations,tout_droit_ou_a_gauche,Obligations-tout_droit_ou_a_gauche
1558,/home/ayoubchoukri/Etudes/5A/Stats_Grande_Dimension/Projets/Projet/Projet_HDDL_2/Commun/Donnees/Obligations/tourner_a_droite/img_41.png,../Donnees/Obligations/tourner_a_droite/img_41.png,Obligations,tourner_a_droite,Obligations-tourner_a_droite
1209,/home/ayoubchoukri/Etudes/5A/Stats_Grande_Dimension/Projets/Projet/Projet_HDDL_2/Commun/Donnees/Interdictions/stationnement_interdit/img_20.png,../Donnees/Interdictions/stationnement_interdit/img_20.png,Interdictions,stationnement_interdit,Interdictions-stationnement_interdit
562,/home/ayoubchoukri/Etudes/5A/Stats_Grande_Dimension/Projets/Projet/Projet_HDDL_2/Commun/Donnees/Interdictions/acces_interdit_vehicules_marchandise/img_41.png,../Donnees/Interdictions/acces_interdit_vehicules_marchandise/img_41.png,Interdictions,acces_interdit_vehicules_marchandise,Interdictions-acces_interdit_vehicules_marchandise
1062,/home/ayoubchoukri/Etudes/5A/Stats_Grande_Dimension/Projets/Projet/Projet_HDDL_2/Commun/Donnees/Interdictions/sens_interdit/img_63.png,../Donnees/Interdictions/sens_interdit/img_63.png,Interdictions,sens_interdit,Interdictions-sens_interdit
2521,/home/ayoubchoukri/Etudes/5A/Stats_Grande_Dimension/Projets/Projet/Projet_HDDL_2/Commun/Donnees/Dangers/Danger_Pouvant_Etre_Precise_Ou_Non_Par_Un_Panonceau/img_84.png,../Donnees/Dangers/Danger_Pouvant_Etre_Precise_Ou_Non_Par_Un_Panonceau/img_84.png,Dangers,Danger_Pouvant_Etre_Precise_Ou_Non_Par_Un_Panonceau,Dangers-Danger_Pouvant_Etre_Precise_Ou_Non_Par_Un_Panonceau
1806,/home/ayoubchoukri/Etudes/5A/Stats_Grande_Dimension/Projets/Projet/Projet_HDDL_2/Commun/Donnees/Obligations/a_droite_ou_gauche/img_5.png,../Donnees/Obligations/a_droite_ou_gauche/img_5.png,Obligations,a_droite_ou_gauche,Obligations-a_droite_ou_gauche
2529,/home/ayoubchoukri/Etudes/5A/Stats_Grande_Dimension/Projets/Projet/Projet_HDDL_2/Commun/Donnees/Dangers/Danger_Pouvant_Etre_Precise_Ou_Non_Par_Un_Panonceau/img_91.png,../Donnees/Dangers/Danger_Pouvant_Etre_Precise_Ou_Non_Par_Un_Panonceau/img_91.png,Dangers,Danger_Pouvant_Etre_Precise_Ou_Non_Par_Un_Panonceau,Dangers-Danger_Pouvant_Etre_Precise_Ou_Non_Par_Un_Panonceau
3223,/home/ayoubchoukri/Etudes/5A/Stats_Grande_Dimension/Projets/Projet/Projet_HDDL_2/Commun/Donnees/Indications/Entree_Dun_Tunnel/img_11.png,../Donnees/Indications/Entree_Dun_Tunnel/img_11.png,Indications,Entree_Dun_Tunnel,Indications-Entree_Dun_Tunnel
1274,/home/ayoubchoukri/Etudes/5A/Stats_Grande_Dimension/Projets/Projet/Projet_HDDL_2/Commun/Donnees/Interdictions/acces_interdit_vehicules_longeur_depasse/img_12.png,../Donnees/Interdictions/acces_interdit_vehicules_longeur_depasse/img_12.png,Interdictions,acces_interdit_vehicules_longeur_depasse,Interdictions-acces_interdit_vehicules_longeur_depasse
1374,/home/ayoubchoukri/Etudes/5A/Stats_Grande_Dimension/Projets/Projet/Projet_HDDL_2/Commun/Donnees/Interdictions/limitation_vitesse/img_5.png,../Donnees/Interdictions/limitation_vitesse/img_5.png,Interdictions,limitation_vitesse,Interdictions-limitation_vitesse
945,/home/ayoubchoukri/Etudes/5A/Stats_Grande_Dimension/Projets/Projet/Projet_HDDL_2/Commun/Donnees/Interdictions/interdiction_tourner_droite/img_26.png,../Donnees/Interdictions/interdiction_tourner_droite/img_26.png,Interdictions,interdiction_tourner_droite,Interdictions-interdiction_tourner_droite
3202,/home/ayoubchoukri/Etudes/5A/Stats_Grande_Dimension/Projets/Projet/Projet_HDDL_2/Commun/Donnees/Indications/Route_Acces_Reglementee/img_47.png,../Donnees/Indications/Route_Acces_Reglementee/img_47.png,Indications,Route_Acces_Reglementee,Indications-Route_Acces_Reglementee
652,/home/ayoubchoukri/Etudes/5A/Stats_Grande_Dimension/Projets/Projet/Projet_HDDL_2/Commun/Donnees/Interdictions/acces_interdit_vehicules_hauteur_depasse/img_29.png,../Donnees/Interdictions/acces_interdit_vehicules_hauteur_depasse/img_29.png,Interdictions,acces_interdit_vehicules_hauteur_depasse,Interdictions-acces_interdit_vehicules_hauteur_depasse
729,/home/ayoubchoukri/Etudes/5A/Stats_Grande_Dimension/Projets/Projet/Projet_HDDL_2/Commun/Donnees/Interdictions/acces_interdit_cyclemoteurs/img_16.png,../Donnees/Interdictions/acces_interdit_cyclemoteurs/img_16.png,Interdictions,acces_interdit_cyclemoteurs,Interdictions-acces_interdit_cyclemoteurs
3341,/home/ayoubchoukri/Etudes/5A/Stats_Grande_Dimension/Projets/Projet/Projet_HDDL_2/Commun/Donnees/Indications/Piste_Cyclabe/img_21.png,../Donnees/Indications/Piste_Cyclabe/img_21.png,Indications,Piste_Cyclabe,Indications-Piste_Cyclabe
610,/home/ayoubchoukri/Etudes/5A/Stats_Grande_Dimension/Projets/Projet/Projet_HDDL_2/Commun/Donnees/Interdictions/acces_interdit_traction_animale/img_8.png,../Donnees/Interdictions/acces_interdit_traction_animale/img_8.png,Interdictions,acces_interdit_traction_animale,Interdictions-acces_interdit_traction_animale
2977,/home/ayoubchoukri/Etudes/5A/Stats_Grande_Dimension/Projets/Projet/Projet_HDDL_2/Commun/Donnees/Dangers/Virage_A_Gauche/img_25.png,../Donnees/Dangers/Virage_A_Gauche/img_25.png,Dangers,Virage_A_Gauche,Dangers-Virage_A_Gauche
2571,/home/ayoubchoukri/Etudes/5A/Stats_Grande_Dimension/Projets/Projet/Projet_HDDL_2/Commun/Donnees/Dangers/Carrefour_Sens_Giratoire/img_4.png,../Donnees/Dangers/Carrefour_Sens_Giratoire/img_4.png,Dangers,Carrefour_Sens_Giratoire,Dangers-Carrefour_Sens_Giratoire
157,/home/ayoubchoukri/Etudes/5A/Stats_Grande_Dimension/Projets/Projet/Projet_HDDL_2/Commun/Donnees/Fin_Interdictions/Fin_Interdiction_De_Depasser/img_61.png,../Donnees/Fin_Interdictions/Fin_Interdiction_De_Depasser/img_61.png,Fin_Interdictions,Fin_Interdiction_De_Depasser,Fin_Interdictions-Fin_Interdiction_De_Depasser
1630,/home/ayoubchoukri/Etudes/5A/Stats_Grande_Dimension/Projets/Projet/Projet_HDDL_2/Commun/Donnees/Obligations/tout_droit_ou_a_droite/img_17.png,../Donnees/Obligations/tout_droit_ou_a_droite/img_17.png,Obligations,tout_droit_ou_a_droite,Obligations-tout_droit_ou_a_droite
2965,/home/ayoubchoukri/Etudes/5A/Stats_Grande_Dimension/Projets/Projet/Projet_HDDL_2/Commun/Donnees/Dangers/Virage_A_Gauche/img_14.png,../Donnees/Dangers/Virage_A_Gauche/img_14.png,Dangers,Virage_A_Gauche,Dangers-Virage_A_Gauche
2492,/home/ayoubchoukri/Etudes/5A/Stats_Grande_Dimension/Projets/Projet/Projet_HDDL_2/Commun/Donnees/Dangers/Danger_Pouvant_Etre_Precise_Ou_Non_Par_Un_Panonceau/img_58.png,../Donnees/Dangers/Danger_Pouvant_Etre_Precise_Ou_Non_Par_Un_Panonceau/img_58.png,Dangers,Danger_Pouvant_Etre_Precise_Ou_Non_Par_Un_Panonceau,Dangers-Danger_Pouvant_Etre_Precise_Ou_Non_Par_Un_Panonceau
29,/home/ayoubchoukri/Etudes/5A/Stats_Grande_Dimension/Projets/Projet/Projet_HDDL_2/Commun/Donnees/Fin_Interdictions/Fin_Toutes_Interdiction/img_36.png,../Donnees/Fin_Interdictions/Fin_Toutes_Interdiction/img_36.png,Fin_Interdictions,Fin_Toutes_Interdiction,Fin_Interdictions-Fin_Toutes_Interdiction
527,/home/ayoubchoukri/Etudes/5A/Stats_Grande_Dimension/Projets/Projet/Projet_HDDL_2/Commun/Donnees/Interdictions/acces_interdit_vehicules_marchandise/img_1.png,../Donnees/Interdictions/acces_interdit_vehicules_marchandise/img_1.png,Interdictions,acces_interdit_vehicules_marchandise,Interdictions-acces_interdit_vehicules_marchandise
3111,/home/ayoubchoukri/Etudes/5A/Stats_Grande_Dimension/Projets/Projet/Projet_HDDL_2/Commun/Donnees/Indications/Reduction_Du_Nombre_De_Voies/img_27.png,../Donnees/Indications/Reduction_Du_Nombre_De_Voies/img_27.png,Indications,Reduction_Du_Nombre_De_Voies,Indications-Reduction_Du_Nombre_De_Voies
702,/home/ayoubchoukri/Etudes/5A/Stats_Grande_Dimension/Projets/Projet/Projet_HDDL_2/Commun/Donnees/Interdictions/arret_stationnement_interdit/img_47.png,../Donnees/Interdictions/arret_stationnement_interdit/img_47.png,Interdictions,arret_stationnement_interdit,Interdictions-arret_stationnement_interdit
1934,/home/ayoubchoukri/Etudes/5A/Stats_Grande_Dimension/Projets/Projet/Projet_HDDL_2/Commun/Donnees/Obligations/chaines_a_neige_obligatoires/img_78.png,../Donnees/Obligations/chaines_a_neige_obligatoires/img_78.png,Obligations,chaines_a_neige_obligatoires,Obligations-chaines_a_neige_obligatoires
67,/home/ayoubchoukri/Etudes/5A/Stats_Grande_Dimension/Projets/Projet/Projet_HDDL_2/Commun/Donnees/Fin_Interdictions/Fin_Toutes_Interdiction/img_70.png,../Donnees/Fin_Interdictions/Fin_Toutes_Interdiction/img_70.png,Fin_Interdictions,Fin_Toutes_Interdiction,Fin_Interdictions-Fin_Toutes_Interdiction
2969,/home/ayoubchoukri/Etudes/5A/Stats_Grande_Dimension/Projets/Projet/Projet_HDDL_2/Commun/Donnees/Dangers/Virage_A_Gauche/img_18.png,../Donnees/Dangers/Virage_A_Gauche/img_18.png,Dangers,Virage_A_Gauche,Dangers-Virage_A_Gauche
2241,/home/ayoubchoukri/Etudes/5A/Stats_Grande_Dimension/Projets/Projet/Projet_HDDL_2/Commun/Donnees/Dangers/Priorite_A_Droite/img_61.png,../Donnees/Dangers/Priorite_A_Droite/img_61.png,Dangers,Priorite_A_Droite,Dangers-Priorite_A_Droite
2166,/home/ayoubchoukri/Etudes/5A/Stats_Grande_Dimension/Projets/Projet/Projet_HDDL_2/Commun/Donnees/Dangers/Chaussee_Retrecie/img_71.png,../Donnees/Dangers/Chaussee_Retrecie/img_71.png,Dangers,Chaussee_Retrecie,Dangers-Chaussee_Retrecie
2760,/home/ayoubchoukri/Etudes/5A/Stats_Grande_Dimension/Projets/Projet/Projet_HDDL_2/Commun/Donnees/Dangers/Pont_Mobile/img_15.png,../Donnees/Dangers/Pont_Mobile/img_15.png,Dangers,Pont_Mobile,Dangers-Pont_Mobile
2073,/home/ayoubchoukri/Etudes/5A/Stats_Grande_Dimension/Projets/Projet/Projet_HDDL_2/Commun/Donnees/Obligations/tourner_a_gauche/img_68.png,../Donnees/Obligations/tourner_a_gauche/img_68.png,Obligations,tourner_a_gauche,Obligations-tourner_a_gauche
3295,/home/ayoubchoukri/Etudes/5A/Stats_Grande_Dimension/Projets/Projet/Projet_HDDL_2/Commun/Donnees/Indications/Impasse_Ou_Rue_Sans_Issue/img_21.png,../Donnees/Indications/Impasse_Ou_Rue_Sans_Issue/img_21.png,Indications,Impasse_Ou_Rue_Sans_Issue,Indications-Impasse_Ou_Rue_Sans_Issue
2069,/home/ayoubchoukri/Etudes/5A/Stats_Grande_Dimension/Projets/Projet/Projet_HDDL_2/Commun/Donnees/Obligations/tourner_a_gauche/img_64.png,../Donnees/Obligations/tourner_a_gauche/img_64.png,Obligations,tourner_a_gauche,Obligations-tourner_a_gauche
121,/home/ayoubchoukri/Etudes/5A/Stats_Grande_Dimension/Projets/Projet/Projet_HDDL_2/Commun/Donnees/Fin_Interdictions/Fin_Interdiction_De_Depasser/img_29.png,../Donnees/Fin_Interdictions/Fin_Interdiction_De_Depasser/img_29.png,Fin_Interdictions,Fin_Interdiction_De_Depasser,Fin_Interdictions-Fin_Interdiction_De_Depasser
2868,/home/ayoubchoukri/Etudes/5A/Stats_Grande_Dimension/Projets/Projet/Projet_HDDL_2/Commun/Donnees/Dangers/Succesion_De_Virage_Droite/img_53.png,../Donnees/Dangers/Succesion_De_Virage_Droite/img_53.png,Dangers,Succesion_De_Virage_Droite,Dangers-Succesion_De_Virage_Droite
2812,/home/ayoubchoukri/Etudes/5A/Stats_Grande_Dimension/Projets/Projet/Projet_HDDL_2/Commun/Donnees/Dangers/Chaussee_retrecie_par_la_droite/img_36.png,../Donnees/Dangers/Chaussee_retrecie_par_la_droite/img_36.png,Dangers,Chaussee_retrecie_par_la_droite,Dangers-Chaussee_retrecie_par_la_droite
1958,/home/ayoubchoukri/Etudes/5A/Stats_Grande_Dimension/Projets/Projet/Projet_HDDL_2/Commun/Donnees/Obligations/vitesse_minimale_obligatoire/img_1.png,../Donnees/Obligations/vitesse_minimale_obligatoire/img_1.png,Obligations,vitesse_minimale_obligatoire,Obligations-vitesse_minimale_obligatoire
497,/home/ayoubchoukri/Etudes/5A/Stats_Grande_Dimension/Projets/Projet/Projet_HDDL_2/Commun/Donnees/Interdictions/interdiction_circuler_sans_intervalle/img_3.png,../Donnees/Interdictions/interdiction_circuler_sans_intervalle/img_3.png,Interdictions,interdiction_circuler_sans_intervalle,Interdictions-interdiction_circuler_sans_intervalle
2214,/home/ayoubchoukri/Etudes/5A/Stats_Grande_Dimension/Projets/Projet/Projet_HDDL_2/Commun/Donnees/Dangers/Priorite_A_Droite/img_37.png,../Donnees/Dangers/Priorite_A_Droite/img_37.png,Dangers,Priorite_A_Droite,Dangers-Priorite_A_Droite
3395,/home/ayoubchoukri/Etudes/5A/Stats_Grande_Dimension/Projets/Projet/Projet_HDDL_2/Commun/Donnees/Indications/Entree_Aire_Pietonne/img_13.png,../Donnees/Indications/Entree_Aire_Pietonne/img_13.png,Indications,Entree_Aire_Pietonne,Indications-Entree_Aire_Pietonne
2326,/home/ayoubchoukri/Etudes/5A/Stats_Grande_Dimension/Projets/Projet/Projet_HDDL_2/Commun/Donnees/Dangers/Ralentisseur/img_15.png,../Donnees/Dangers/Ralentisseur/img_15.png,Dangers,Ralentisseur,Dangers-Ralentisseur
836,/home/ayoubchoukri/Etudes/5A/Stats_Grande_Dimension/Projets/Projet/Projet_HDDL_2/Commun/Donnees/Interdictions/interdiction_faire_demi_tour/img_9.png,../Donnees/Interdictions/interdiction_faire_demi_tour/img_9.png,Interdictions,interdiction_faire_demi_tour,Interdictions-interdiction_faire_demi_tour
1117,/home/ayoubchoukri/Etudes/5A/Stats_Grande_Dimension/Projets/Projet/Projet_HDDL_2/Commun/Donnees/Interdictions/acces_interdit_vehicules_moteurs/img_19.png,../Donnees/Interdictions/acces_interdit_vehicules_moteurs/img_19.png,Interdictions,acces_interdit_vehicules_moteurs,Interdictions-acces_interdit_vehicules_moteurs
2345,/home/ayoubchoukri/Etudes/5A/Stats_Grande_Dimension/Projets/Projet/Projet_HDDL_2/Commun/Donnees/Dangers/Ralentisseur/img_32.png,../Donnees/Dangers/Ralentisseur/img_32.png,Dangers,Ralentisseur,Dangers-Ralentisseur
2984,/home/ayoubchoukri/Etudes/5A/Stats_Grande_Dimension/Projets/Projet/Projet_HDDL_2/Commun/Donnees/Dangers/Virage_A_Gauche/img_31.png,../Donnees/Dangers/Virage_A_Gauche/img_31.png,Dangers,Virage_A_Gauche,Dangers-Virage_A_Gauche
783,/home/ayoubchoukri/Etudes/5A/Stats_Grande_Dimension/Projets/Projet/Projet_HDDL_2/Commun/Donnees/Interdictions/acces_interdit_pietons/img_44.png,../Donnees/Interdictions/acces_interdit_pietons/img_44.png,Interdictions,acces_interdit_pietons,Interdictions-acces_interdit_pietons
1528,/home/ayoubchoukri/Etudes/5A/Stats_Grande_Dimension/Projets/Projet/Projet_HDDL_2/Commun/Donnees/Obligations/tourner_a_droite/img_147.png,../Donnees/Obligations/tourner_a_droite/img_147.png,Obligations,tourner_a_droite,Obligations-tourner_a_droite
775,/home/ayoubchoukri/Etudes/5A/Stats_Grande_Dimension/Projets/Projet/Projet_HDDL_2/Commun/Donnees/Interdictions/acces_interdit_pietons/img_37.png,../Donnees/Interdictions/acces_interdit_pietons/img_37.png,Interdictions,acces_interdit_pietons,Interdictions-acces_interdit_pietons
2627,/home/ayoubchoukri/Etudes/5A/Stats_Grande_Dimension/Projets/Projet/Projet_HDDL_2/Commun/Donnees/Dangers/Carrefour_Sens_Giratoire/img_90.png,../Donnees/Dangers/Carrefour_Sens_Giratoire/img_90.png,Dangers,Carrefour_Sens_Giratoire,Dangers-Carrefour_Sens_Giratoire
